Frauenvorname,URI
Sophia Barbara,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00311
Ursula Hortensia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00312
Wolferdina Henriette Cornelia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00313
Anna Africana,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00314
Maria Margaretha Juliana,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00315
Johanna Dorothea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00316
Rosina Elisabeth,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00317
Maria Kunigunde,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00318
Susanna Regula,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00319
Anna Maria Esther,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00320
Dorothea Elisabeth,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00321
Anna Barbara Margaretha,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00322
Maria Maximiliana,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00323
Barbara Kleophea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00324
Susanna Elisabeth,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00325
Sophia Elisabeth,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00326
Hippolita,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00327
Sara Margaretha,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00328
Regina Katharina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00329
Regina Barbara,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00330
Leonora Helena,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00331
Judith Elisabeth,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00332
Elisabeth Margaretha,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00333
Elisabeth Johanna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00334
Dominika,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00335
Ursula Katharina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00336
Dorothea Wilhelmina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00337
Franziska Karolina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00338
Johanna Louise,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00339
Bernhardina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00340
Barbara Dorothea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00341
Maria Johanna Susanna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00342
Maria Eva,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00343
Anna Sophie,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00344
Magdalena Judith,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00345
Christina Margaretha,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00346
Catton,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00347
Anna Judith,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00348
Elisabeth Juliana,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00349
Anna Katharina Margaretha,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00350
Maria Philippina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00351
Anna Eva,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00352
Maria Christina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00353
Rose Marie,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00354
Gabriele,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00355
Sabina Anna Christiana,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00356
Margaretha Ursula,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00357
Chrischion,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00358
Anna Agnes,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00359
Jana,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00360
Priska,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00361
Anna Verena,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00362
Hedli,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00363
Katharina Christina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00364
Cornelia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00365
Priscilla,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00366
Eva Ursula,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00367
Verona,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00368
Evimeria,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00369
Flaminia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00370
Daria,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00371
Polyxena,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00372
Ili,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00373
Demanda,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00374
Laudemia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00375
Anna Narcissa,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00376
Sabina Barbara,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00377
Margaretha Anna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00378
Magdalena Susanna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00379
Maria Agatha,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00380
Marguerite Antoinette,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00381
Esther Esabeau,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00382
Maria Elisabeth Ulrike,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00383
Barbara Wibrat,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00384
Amelia Philippina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00385
Henrika,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00386
Anna Felicitas,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00387
Kleophea Esther,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00388
Angela Apollonia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00389
Waldburg,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00390
Ursina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00391
Zia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00392
Johanna Felicitas,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00393
Agnesia Susanna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00394
Katharina Wilhelmine,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00395
Anna Sara,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00396
Maria Johanna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00397
Friederike Cornelia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00398
Johanna Magdalena,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00399
Katharina Arnoldina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00400
Johanna Judith,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00401
Susanna Kleophea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00402
Anna Susanna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00403
Anna Katharina Friederika,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00404
Goverdina Dorothea Christiana,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00405
Sara Antonia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00406
Katharina Margaretha,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00407
Maria Rosina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00408
Auguste,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00409
Veronika Kleophea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00410
Dorothea Barbara,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00411
Marguerite Jeanne Danièle,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00412
Friederike Louise,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00413
Louise Friederike Karoline,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00414
Gabriele Rose,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00415
Maria Regina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00416
Anna Barbara Dorothea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00417
Margaretha Johanna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00418
Johanna Jakobea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00419
Clara Johanna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00420
Maria Sabina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00421
Sophia Susanna Regula,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00422
Maria Magdalena Dorothea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00423
Viktoria,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00424
Marie Catherine,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00425
Susanna Salome,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00426
Cilla,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00427
Susanna Maria,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00428
Miseracordia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00429
Dilla,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00430
Hans,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00431
Xenophe,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00432
Stava,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00433
Françoise,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00434
Thomasina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00435
Grossanna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00436
Elsa,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00437
Wybrad,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00438
Jenophea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00439
Magdalena Elisabeth,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00440
Rey,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00441
Dichtli,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00442
Claranna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00443
Vienne,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00444
Brigiol,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00445
Kolumbina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00446
Bollozina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00447
Regina Dorothea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00448
Dorotjea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00449
Helena Katharina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00450
Judith Katharina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00451
Cornelia Elisabeth,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00452
Anna Maria Ursula,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00453
Sophia Rosina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00454
Margaretha Dorothea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00455
Marie Anne,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00456
Christiana Veronika,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00457
Helena Regina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00458
Cornelia Friederika,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00459
Fedina Isabella Susanna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00460
Martha Elisabeth,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00461
Anna Beatrix,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00462
Marie Isabeau,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00463
Susanna Rosina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00464
Catherine,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00465
Mengia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00466
Maria Johanna Katharina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00467
Maria Theresia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00468
Lera,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00469
Susanna Veronika,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00470
Maria Aloisia Irene,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00471
Johanna Katharina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00472
Susanna Sabina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00473
Martha Henriette,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00474
Victoire,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00475
Susanne,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00476
Helena Margaretha,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00477
Augustina Christiana Eleonora,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00478
Benedicte,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00479
Ludovica Susanna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00480
Madeleine,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00481
Sophia Franziska,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00482
Elisabeth Judith,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00483
Rose Susanne,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00484
M...,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00485
Johanna Veronika,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00486
Alexandra,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00487
Johannata,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00488
Maria Anna Magdalena,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00489
Tabita,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00490
Barbar,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00491
Perpetua,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00492
Jael,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00493
Bradamante,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00494
Hyppolita,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00495
Gisberta,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00496
Judith Ursula,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00497
Barbara Sabina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00498
Charlotte Dorothea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00499
Johanna Daniela,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00500
Susette Marie,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00501
Margaretha Magdalena,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00502
Allida,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00503
Augusta Magdalena,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00504
Machtel,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00505
Pernette,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00506
Rosina Margaretha,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00507
Isaline,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00508
Albertine Charlotte,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00509
Marie Madeleine,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00510
Eva Salome,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00511
Camilla,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00512
Sigonia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00513
Friederike,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00514
Elisabeth Christina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00515
Regina Sabina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00516
Esther Louise,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00517
Maria Henriette,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00518
Juliana Klara,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00519
Sophia Dorothea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00520
Richarda,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00521
Brigitte,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00522
Jonina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00523
Stüdli,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00524
Ana,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00525
Euphemia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00526
Küngolz,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00527
Magdaldena,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00528
Helena Barbara,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00529
Rose Judith,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00530
anna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00531
Susanne Catherine,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00532
Arianthia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00533
Anna Louise,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00534
Rosita,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00535
Kleinveronika,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00536
Anna Maria Genoveva,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00537
Agnes Sibylla,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00538
Henriette Friederike,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00539
Henrike Friederike,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00540
Elena Regina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00541
Wilhelmine,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00542
Cordula Magdalena,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00543
Maria Regula,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00544
Maria Magdalena Ulrike,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00545
Johanna Christina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00546
Ursula Rosina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00547
Anna Katharina Sophia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00548
Regula Kleophea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00549
Dorothea Barbara Christiana,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00550
Maria Gertrud,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00551
Regina Friederike,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00552
Julie,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00553
Johanna Maria Henriette,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00554
Pauline Magdalena,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00555
Sareina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00556
Pauline Louise,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00557
Margaretha Susanna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00558
Kleinelisabeth H.,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00559
Wybrat,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00560
Wieland,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00561
Jakobella,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00562
Jeneve,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00563
Waldpert,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00564
Katharina Salome,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00565
Thabea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00566
Maria Katharina Sophia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00567
Maria Ottilia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00568
Anna Veronika,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00569
Elisabeth Ursina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00570
Maria Felicitas,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00571
Susanna Charlotta,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00572
Jeanne Etienne,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00573
Ida Carelia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00574
Marie Louise,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00575
Johanna Susanna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00576
Susanna Dorothea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00577
Wilhelmina Dorothea Barbara,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00578
Augusta Charlotte,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00579
Henrika Elisabeth,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00580
Charlotte Katharina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00581
Louise Amalie Franziska,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00582
Maria Henrika,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00583
Katharina Dorothea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00584
Dorothea Charlotte,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00585
Amalia Barbara,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00586
Kleingret,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00587
Stässli,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00588
Clementia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00589
Aprilla,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00590
Britta,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00591
Virginia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00592
Anna Maria Salome,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00593
Mariana Katharina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00594
Ernestine,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00595
Columbina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00596
Margaretha Katharina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00597
Dorothea Katharina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00598
Maria Katharina Barbara,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00599
Anna Martha,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00600
Susanna Salomea,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00601
Antoinette Elisabeth,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00602
Elisabeth Katharina,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00603
Emilie,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00604
Louise Henriette,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00605
Eustasia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00606
Heinriet,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00607
Prudentia,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00608
Vienna,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00609
Fortunat,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00610
Valeria,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00611
Sabina Elisabeth,https://github.com/stazh/sw-ehedaten/tree/main/data/FirstNameWoman_00612
